Organization Name,Organization Name URL,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Diversity Spotlight,Estimated Revenue Range,Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Facebook,LinkedIn,Phone Number,Contact Email,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Delisted Date,Delisted Date Precision,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Trend Score (90 Days),Similar Companies,Patents Granted,Trademarks Registered,Most Popular Patent Class,Most Popular Trademark Class
AdapTronics,https://www.crunchbase.com/organization/adaptronics,,"Aerospace, Electronics, Industrial, Robotics","Milano, Lombardia, Italy",AdapTronics is a deep-tech startup that produces adaptive mechatronic devices to make logistics sustainable on Earth and in space.,"315,544","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,$1M to $10M,Active,2022-05-02,day,,,,,For Profit,https://www.adaptronics.it/,,https://www.linkedin.com/company/adaptronics/,,info@adaptronics.it,,,,,,,,,,,,"Consumer Electronics, Hardware, Manufacturing, Science and Engineering, Software",2,"Camilla Conti, Lorenzo Agostini",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,10,0,2,,Machines and machine tools
BULL,https://www.crunchbase.com/organization/bull,,"Analytics, Artificial Intelligence (AI), Cloud Computing, Infrastructure, IT Infrastructure, Mobile, Outsourcing, Private Cloud, Quantum Computing, Software","Les Clayes-sous-bois, Ile-de-France, France","Bull designs, implements and runs internationally renowned solutions for public and private sector organizations.","317,476","European Union (EU), Europe, Middle East, and Africa (EMEA)",78340,,$50M to $100M,Closed,1931-01-01,year,2014-05-26,day,2014-05-26,day,For Profit,http://bull.com,http://www.facebook.com/Bull,http://www.linkedin.com/company/bull,33 1 30 80 70 00,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Internet Services, Mobile, Other, Professional Services, Science and Engineering, Software",,,5001-10000,,M&A,,,,,,,,,,,,,,,,,,,1,"Made Acquisitions, Was Acquired",BULL acquired by Atos,https://www.crunchbase.com/acquisition/atos-acquires-bull--bf498fd7,Atos,https://www.crunchbase.com/organization/atos,2014-05-26,day,620000000,EUR,845971742,Acquisition,Cash & Stock,Private,,,,,,,,,,,,,-0.3,10,4,1,Computing; Calculating,Scientific and electric apparatus and instruments
GEVI,https://www.crunchbase.com/organization/gevi,,"Artificial Intelligence (AI), Industrial Design, Micro Lending, Wind Energy","Pontedera, Toscana, Italy",GEVI designs and builds Vertical Axis Wind Turbines controlled by Artificial Intelligence.,"319,952","European Union (EU), Europe, Middle East, and Africa (EMEA)",56025,,Less than $1M,Active,2022-01-01,year,,,,,For Profit,https://thegevi.com/,,https://www.linkedin.com/company/geviwind/,+39 3274658076,emanuele@thegevi.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Design, Energy, Financial Services, Hardware, Lending and Investments, Natural Resources, Science and Engineering, Software, Sustainability",1,Emanuele Luzzati,1-10,1,Seed,2023-08-12,,,,Seed,,,,Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.1,9,1,0,"Wind, Spring Weight And Miscellaneous Motors; Producing Mechanical Power; Or A Reactive Propulsive Thrust, Not Otherwise Provided For",
Manax,https://www.crunchbase.com/organization/manax-149f,,"Business Development, GPS, Management Information Systems, Mobile Apps","Valencia, Comunidad Valenciana, Spain",Manax is a business management software that helps field service businesses digitalize their operations and close more sales.,"324,386","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Less than $1M,Active,2023-01-01,year,,,,,For Profit,https://man.ax,,https://www.linkedin.com/company/man-ax/,,bruno@man.ax,,,,,,,,,,,,"Apps, Hardware, Information Technology, Mobile, Navigation and Mapping, Professional Services, Software",,,1-10,2,Seed,2023-12-01,,,,Angel,,,,Angel,,,,,,,"Juanjo Mostazo, START Global, Hermann Arnold, Ruben Calvo, Alex Robbio",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.3,5,,,,
LiveLink,https://www.crunchbase.com/organization/livelink,,"Advertising, B2B, Education, Software","Indianapolis, Indiana, United States","Web Design, Development, Marketing","324,834","Great Lakes, Midwestern US",46204,,$1M to $10M,Active,2007-08-01,day,,,,,For Profit,http://www.livelinkmobile.com,http://www.facebook.com/pages/Livelink/82238904606,https://www.linkedin.com/company/boost-media-entertainment,317-624-0300,info@livelinkmobile.com,,,,,,,,,,,,"Advertising, Education, Other, Sales and Marketing, Software",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4,6,,,,
Evolunar,https://www.crunchbase.com/organization/evolunar,,"Aerospace, Robotics, Space Travel","Turin, Piemonte, Italy",Evolunar develops lunar vehicles guided by proprietary autonomous navigation technology that also enables GPS-denied navigation on Earth.,"325,880","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2022-12-23,day,,,,,For Profit,https://www.evolunar.com,,https://www.linkedin.com/company/evolunar,,contact@evolunar.com,,,,,,,,,,,,"Hardware, Science and Engineering, Software, Transportation",,,1-10,1,Seed,2023-11-27,,,,Pre-Seed,,,,Pre-Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.8,11,,,,
DRONUS,https://www.crunchbase.com/organization/dronus-s-p-a,,"Aerospace, Drone Management, Drones","Trieste, Friuli-Venezia Giulia, Italy",Dronus Company has developed and patented an aerial version of a drone.,"334,141","European Union (EU), Europe, Middle East, and Africa (EMEA)",34149,,Less than $1M,Active,2018-01-01,year,,,,,For Profit,https://dronus.it,,https://www.linkedin.com/company/dronus-automated-industrial-drones/,+39 345 295 0042,info@dronus.it,,,,,,,,,,,,"Consumer Electronics, Consumer Goods, Hardware, Science and Engineering, Software",,,11-50,2,,2024-09-11,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,"Eni Next, Alchimia Investments",1,2,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,11,1,0,Aircraft; Aviation; Cosmonautics,
ARCA Dynamics,https://www.crunchbase.com/organization/arca-dynamics,,"Aerospace, Satellite Communication, Sustainability","Roma, Lazio, Italy",ARCA Dynamics is a space company that offers space traffic management and earth observation services.,"334,506","European Union (EU), Europe, Middle East, and Africa (EMEA)",00152,,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://www.arcadynamics.space,,https://www.linkedin.com/company/arcadynamics/,+39 333 78 20 325,info@arcadynamics.space,,,,,,,,,,,,"Hardware, Science and Engineering, Sustainability",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0.2,12,,,,
TRAILS,https://www.crunchbase.com/organization/trails-96d9,,"Health Care, Mental Health, Non Profit","Ann Arbor, Michigan, United States",TRAILS is a nonprofit organization that offers mental health care and counseling services to needy students.,"344,034","Great Lakes, Midwestern US",,,,Active,2023-01-01,year,,,,,Non-profit,https://trailstowellness.org/,,https://www.linkedin.com/company/trails-to-wellness/,+1  877-565-8860,inquires@trailstowellness.org.,,,,,,,,,,,,"Health Care, Other, Social Impact",,,101-250,1,,2024-02-15,,,,Grant,,,,,,,,,,,ICONIQ Capital,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,0,10,,,,
READTYCH,https://www.crunchbase.com/organization/readtych,,"Artificial Intelligence (AI), Education, Hardware, Medical, Software","Houston, Texas, United States",Education Technology Company,"351,415","Greater Houston Area, Southern US",77056,,,Active,2021-01-01,year,,,,,For Profit,https://readtych.com,https://www.facebook.com/readtych,https://www.linkedin.com/company/readtych/,832-507-3360,invest@readtych.co,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Education, Hardware, Health Care, Science and Engineering, Software",,,11-50,1,Seed,2023-11-23,,,,Seed,,,,Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,9,,,,
Apposta,https://www.crunchbase.com/organization/apposta,,"Consumer, Fashion, Retail","London, England, United Kingdom",Apposta is a clothing company that lets customers design their outfits.,"359,398","Europe, Middle East, and Africa (EMEA)",,,,Active,2016-01-01,year,,,,,For Profit,https://www.apposta.com/,https://www.facebook.com/apposta,https://www.linkedin.com/company/appostaofficial/,,support@apposta.com,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design, Other",,,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,7.5,9,,,,
Takyon,https://www.crunchbase.com/organization/takyon,,"Hotel, Tourism, Travel, Travel Accommodations","Milan, Lombardia, Italy",Takyon provides hotel booking services.,"363,779","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2022-01-01,year,,,,,For Profit,https://takyon.io,https://www.facebook.com/profile.php?id=100077962911765,https://www.linkedin.com/company/takyon1,,info@takyon.io,,,,,,,,,,,,Travel and Tourism,1,Antonio Picozzi,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,36,,,,
Open Energy,https://www.crunchbase.com/organization/open-energy-dacf,,"Charging Infrastructure, Clean Energy, CleanTech, Electric Vehicle, Energy, Energy Efficiency, Energy Storage, Renewable Energy, Transportation","Singapore, Central Region, Singapore",Open Energy offers advanced B2B solutions for sustainable transportation and logistics. EV Battery Swap & Energy Storage,"371,414","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",,,Less than $1M,Active,2020-12-22,day,,,,,For Profit,https://www.openenergy.co/,,https://www.linkedin.com/company/openenergyco/,,info@openenergy.co,,,,,,,,,,,,"Energy, Sustainability, Transportation",3,"Gianni Arena, Simona Volpe, Tin Hang Liu",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.6,21,,,,
Artiness,https://www.crunchbase.com/organization/artiness,,"Advice, Health Care, Medical","Milano, Lombardia, Italy",Artiness provider of holographic innovative resolutions designed for medical imaging and surgical procedures.,"371,719","European Union (EU), Europe, Middle East, and Africa (EMEA)",20143,,,Active,2018-01-01,year,,,,,For Profit,https://www.artinessreality.com/,https://www.facebook.com/artinessreality/,https://www.linkedin.com/company/artinessreality/,+39-028-088-9220,info@artinessreality.com,,,,,,,,,,,,"Health Care, Media and Entertainment",3,"Filippo Piatti, Giovanni Rossini, Omar Antonio Pappalardo",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,9,2,2,Medical Or Veterinary Science; Hygiene,Scientific and electric apparatus and instruments
Sizable energy,https://www.crunchbase.com/organization/sizable-energy,,"Electronics, Hydroelectric, Renewable Energy, Wind Energy","Milan, Lombardia, Italy",Offshore pumped brine: the definitive long duration energy storage,"374,535","European Union (EU), Europe, Middle East, and Africa (EMEA)",20158,,,Active,2022-07-27,day,,,,,For Profit,https://sizableenergy.com/,,https://www.linkedin.com/company/sizable-energy/?viewAsMember=true,,dev@sizable-energy.com,,,,,,,,,,,,"Consumer Electronics, Energy, Hardware, Natural Resources, Sustainability",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.5,9,3,0,"Wind, Spring Weight And Miscellaneous Motors; Producing Mechanical Power; Or A Reactive Propulsive Thrust, Not Otherwise Provided For",
FairMind,https://www.crunchbase.com/organization/fairmind,,Generative AI,"Milan, Lombardia, Italy","Generative AI, OpenSource, Agents","378,967","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,Active,2023-01-01,year,,,,,For Profit,https://fairmind.ai,,https://www.linkedin.com/company/fairmind-sb/,,info@fairmind.ai,,,,,,,,,,,,Artificial Intelligence (AI),1,Alexio Cassani,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,1,,,,,
WiData,https://www.crunchbase.com/organization/widata,,"Artificial Intelligence (AI), Business Intelligence, Consulting, Internet of Things","Sassari, Sardegna, Italy","WiData is an IT consulting firm that delivers IoT, data science, AI, and BI solutions to help companies accelerate digital transformation.","379,254","European Union (EU), Europe, Middle East, and Africa (EMEA)",07100,,Less than $1M,Active,2020-01-01,year,,,,,For Profit,https://widata.cloud,,https://www.linkedin.com/company/widatasrl,,info@widata.cloud,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Professional Services, Science and Engineering, Software",1,Marco Uras,1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,13,,,,
ASC27,https://www.crunchbase.com/organization/asc27,,"Artificial Intelligence (AI), Cyber Security, Information Technology, Software","Roma, Lazio, Italy",Artificial Intelligence & CyberSecurity,"379,901","European Union (EU), Europe, Middle East, and Africa (EMEA)",00192,,,Active,2020-07-05,day,,,,,For Profit,https://www.asc27.com,,https://www.linkedin.com/company/asc27/,+39.348.51.55.209,nicola@asc27.com,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software",1,Nicola Grandis,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.9,28,,,,
Make It Real,https://www.crunchbase.com/organization/make-it-real-b619,,"Beauty, Jewelry, Manufacturing","Pikesville, Maryland, United States",Make It Real manufactures and distributes jewelry and fashion products.,"386,995","Greater Baltimore-Maryland Area, East Coast, Southern US",,,$1M to $10M,Active,2016-01-01,year,,,,,For Profit,https://www.makeitrealplay.com,https://www.facebook.com/makeitrealplay,https://www.linkedin.com/company/make-it-real-llc,1 410-995-8685,info@makeitrealplay.com,,,,,,,,,,,,"Consumer Goods, Manufacturing",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.4,12,,,,
PickEat,https://www.crunchbase.com/organization/pickeat-ba7f,,"Employee Benefits, Food and Beverage, Hotel, Internet, Mobile Apps, Restaurants","Albenga, Liguria, Italy","With PickEat employees can reserve a table, pre-order and pre-pay their lunch, saving the 45% of their lunch break time.","393,244","European Union (EU), Europe, Middle East, and Africa (EMEA)",17031,,,Active,2021-07-28,day,,,,,For Profit,https://www.pickeat.it/,https://www.facebook.com/pickeatsrl/,https://www.linkedin.com/company/pick-eat2020/,,info@pickeat.it,,,,,,,,,,,,"Administrative Services, Apps, Food and Beverage, Health Care, Internet Services, Mobile, Software, Travel and Tourism",6,"Alessandro Vestito, Christian Paesante, Elena Nuara, Gabriele Gigante, Giacomo Perazzo, Matteo Miglietta",1-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,6.4,5,,,,
Airizon,https://www.crunchbase.com/organization/airizon,,"Aerospace, Manufacturing","Torre Del Greco, Campania, Italy",Airizon bridges the gap between innovation and market through digital goods and digital transition.,"403,246","European Union (EU), Europe, Middle East, and Africa (EMEA)",80059,,,Active,2022-01-01,year,,,,,For Profit,https://www.airizon.it/#,,,+39-3383464522,contactpoint@airizon.it,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,1-10,1,,2023-07-10,,,,Grant,,,,,,,,,,,Takeoff Accelerator,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,4.1,4,,,,
Agora Labs,https://www.crunchbase.com/organization/agora-labs,,"Audio, Media and Entertainment","Toronto, Ontario, Canada",Agora is a platform that allows web 3.0 creators to create scalable tokenized communities.,"404,468",Great Lakes,,,,Closed,2021-01-01,year,2022-10-05,day,,none,For Profit,https://www.agoralabs.xyz,,https://www.linkedin.com/company/agoralabss,,,,,,,,,,,,,,"Media and Entertainment, Music and Audio",,,11-50,,M&A,,,,,,,,,,,,,,,,,,,,Was Acquired,Agora Labs acquired by Talent Protocol,https://www.crunchbase.com/acquisition/talent-protocol-acquires-agora-labs--c9134d09,Talent Protocol,https://www.crunchbase.com/organization/talent-protocol,2022-10-05,day,,,,Acquisition,,Private,,,,,,,,,,,,,-0.9,1,,,,
DST,https://www.crunchbase.com/organization/datastream-technologies,,"Customer Service, Media and Entertainment, Mobile, Technical Support, Telecommunications, Wireless","Bandar Seri Begawan, Brunei and Muara, Brunei Darussalam","DST is a telecommunication company that renders networking services that include mobile prepaid and postpaid, broadband, and fiber plans.","405,916","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",BE3619,,$10M to $50M,Active,1995-01-01,year,,,,,For Profit,https://www.dst.com.bn,https://www.facebook.com/dstbn/,https://www.linkedin.com/company/dst_3,+673 898 7151,last@dst.com.bn,,,,,,,,,,,,"Hardware, Information Technology, Media and Entertainment, Mobile, Other, Professional Services",,,501-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.3,14,,,,
Stellar Project,https://www.crunchbase.com/organization/stellar-project,,"Aerospace, Animation, Laser, Satellite Communication","Padua, Veneto, Italy",Stellar Project is a space technology startup that offers game-changing solutions for light satellites.,"406,946","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,$10M to $50M,Active,2016-01-01,year,,,,,For Profit,https://stellarproject.space/,,https://www.linkedin.com/company/stellarproject,,,,,,,,,,,,,,"Hardware, Media and Entertainment, Science and Engineering, Video",1,Marco Ramadoro,1-10,1,,2021-07-07,,,,Non-equity Assistance,,,,,,,,,,,MassChallenge,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,,,5.3,4,3,0,Engineering Elements And Units; General Measures For Producing And Maintaining Effective Functioning Of Machines Or Installations,
Bitcorp,https://www.crunchbase.com/organization/bitcorp,,"Artificial Intelligence (AI), Blockchain, Cyber Security, Information Technology","Milano, Lombardia, Italy",Bitcorp provides advanced security solutions for public administrations and companies.,"411,446","European Union (EU), Europe, Middle East, and Africa (EMEA)",20149,,$1M to $10M,Active,2018-01-01,year,,,,,For Profit,https://bitcorp.it/en,https://www.facebook.com/BitCorpSrl/,https://www.linkedin.com/company/bitcorpitcreativelabs/,+39 02 40043731,info@bitcorp.it,,,,,,,,,,,,"Artificial Intelligence (AI), Blockchain and Cryptocurrency, Data and Analytics, Information Technology, Other, Privacy and Security, Science and Engineering, Software",2,"Christian Persurich, Gianluca Tirozzi",11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,2.4,15,2,0,Electric Communication Technique,
Graphene,https://www.crunchbase.com/organization/graphene,,"Cloud Computing, CRM, Information Technology, IT Management, Service Industry","Palm Coast, Florida, United States",Graphene is a management and technology consulting firm.,"414,722","East Coast, Southern US",32137,,$1M to $10M,Active,2008-01-01,year,,,,,For Profit,https://grapheneconsulting.com,,https://www.linkedin.com/company/graphene,,,,,,,,,,,,,,"Information Technology, Internet Services, Other, Sales and Marketing, Software",,,11-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.1,15,,,,
Display,https://www.crunchbase.com/organization/display,,"Brand Marketing, Digital Marketing, Social Media Marketing, Software","Norwalk, Connecticut, United States",Display is a social media platform that helps to share and broadcast visual content for users and businesses.,"416,214","East Coast, New England, Northeastern US",06854,,,Active,2019-01-01,year,,,,,For Profit,https://www.displaysocial.com/,,https://www.linkedin.com/company/display-social/,,,,,,,,,,,,,,"Sales and Marketing, Software",,,101-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,,,-0.2,11,,,,
